,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__solver,param_vect__max_df,param_vect__min_df,param_vect__norm,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
32,4.037332892417908,0.3787010908126831,2.0657575130462646,0.09896278381347656,0.001,liblinear,0.8,1,l1,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 0.8, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
33,3.412441611289978,0.3426872491836548,1.5445163249969482,0.0116729736328125,0.001,liblinear,0.8,1,l2,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 0.8, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
34,3.4701117277145386,0.7942637205123901,1.623623251914978,0.20556151866912842,0.001,liblinear,0.8,3,l1,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 0.8, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
35,3.363478422164917,0.666694164276123,1.2393982410430908,0.1016385555267334,0.001,liblinear,0.8,3,l2,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 0.8, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
36,2.7615426778793335,0.3031870126724243,1.235493540763855,0.03226292133331299,0.001,liblinear,0.8,5,l1,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 0.8, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
37,2.785502791404724,0.07395803928375244,1.3713010549545288,0.14387667179107666,0.001,liblinear,0.8,5,l2,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 0.8, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
38,2.046620726585388,0.22109687328338623,1.372121810913086,0.17395901679992676,0.001,liblinear,0.8,10,l1,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 0.8, 'vect__min_df': 10, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
39,2.135571002960205,0.04308152198791504,1.2543895244598389,0.1337575912475586,0.001,liblinear,0.8,10,l2,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 0.8, 'vect__min_df': 10, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
40,2.4647592306137085,0.5382131338119507,1.5158854722976685,0.0006552934646606445,0.001,liblinear,1.0,1,l1,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 1.0, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
41,2.9468380212783813,0.020951390266418457,1.4811147451400757,0.22411692142486572,0.001,liblinear,1.0,1,l2,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 1.0, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
42,3.183098077774048,0.2122347354888916,0.8421905040740967,0.11329483985900879,0.001,liblinear,1.0,3,l1,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 1.0, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
43,2.8239272832870483,0.24233996868133545,0.8891561031341553,0.11665105819702148,0.001,liblinear,1.0,3,l2,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 1.0, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
44,2.6895734071731567,0.1617354154586792,0.602179765701294,0.04323625564575195,0.001,liblinear,1.0,5,l1,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 1.0, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
45,2.4061038494110107,0.09193301200866699,0.5311371088027954,0.03331267833709717,0.001,liblinear,1.0,5,l2,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 1.0, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
46,1.7711846828460693,0.30338525772094727,0.41164159774780273,0.05413031578063965,0.001,liblinear,1.0,10,l1,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 1.0, 'vect__min_df': 10, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
47,1.212825059890747,0.12032866477966309,0.5617249011993408,0.09087276458740234,0.001,liblinear,1.0,10,l2,"{'clf__C': 0.001, 'clf__solver': 'liblinear', 'vect__max_df': 1.0, 'vect__min_df': 10, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
48,2.0028417110443115,0.21581101417541504,0.5959864854812622,0.15344274044036865,0.001,newton-cg,0.6,1,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.6, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
49,1.794582724571228,0.10537827014923096,0.44413530826568604,0.1153789758682251,0.001,newton-cg,0.6,1,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.6, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
50,0.9373635053634644,0.4113398790359497,0.7565163373947144,0.151100754737854,0.001,newton-cg,0.6,3,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.6, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
51,1.5095762014389038,0.02501070499420166,0.3991481065750122,0.1776515245437622,0.001,newton-cg,0.6,3,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.6, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
52,1.2729837894439697,0.02514505386352539,0.2832510471343994,0.09894847869873047,0.001,newton-cg,0.6,5,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.6, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
53,1.4154551029205322,0.13694262504577637,2.6771403551101685,0.3792964220046997,0.001,newton-cg,0.6,5,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.6, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
54,2.089864730834961,1.264571189880371,1.852439522743225,0.7678698301315308,0.001,newton-cg,0.6,10,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.6, 'vect__min_df': 10, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
55,3.6024268865585327,0.08917009830474854,0.8430162668228149,0.16337645053863525,0.001,newton-cg,0.6,10,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.6, 'vect__min_df': 10, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
56,4.592914462089539,0.5294514894485474,1.6196438074111938,0.12913143634796143,0.001,newton-cg,0.8,1,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.8, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
57,5.178575158119202,0.2972835302352905,1.0331507921218872,0.16582739353179932,0.001,newton-cg,0.8,1,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.8, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
58,4.18392813205719,0.23440420627593994,1.2048994302749634,0.2727411985397339,0.001,newton-cg,0.8,3,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.8, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
59,3.1274391412734985,0.02640092372894287,1.2690287828445435,0.39408838748931885,0.001,newton-cg,0.8,3,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.8, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
60,1.8625142574310303,0.13338923454284668,1.1006242036819458,0.20109307765960693,0.001,newton-cg,0.8,5,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.8, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
61,1.6128169298171997,0.04292333126068115,1.6334511041641235,0.36009466648101807,0.001,newton-cg,0.8,5,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.8, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
62,2.58605420589447,0.736542820930481,1.7176322937011719,0.04768681526184082,0.001,newton-cg,0.8,10,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.8, 'vect__min_df': 10, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
63,2.675525426864624,0.10734391212463379,1.8481494188308716,0.06383311748504639,0.001,newton-cg,0.8,10,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 0.8, 'vect__min_df': 10, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
64,4.871815800666809,0.07743513584136963,1.1854958534240723,0.21230483055114746,0.001,newton-cg,1.0,1,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 1.0, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
65,4.385666847229004,0.09585976600646973,1.9676717519760132,0.15744078159332275,0.001,newton-cg,1.0,1,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 1.0, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
66,2.328209161758423,0.11605143547058105,1.8290165662765503,0.06133425235748291,0.001,newton-cg,1.0,3,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 1.0, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
67,3.3101269006729126,0.3697472810745239,1.8109009265899658,0.5943496227264404,0.001,newton-cg,1.0,3,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 1.0, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
68,2.3535598516464233,0.022666335105895996,1.4638190269470215,0.13555264472961426,0.001,newton-cg,1.0,5,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 1.0, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
69,3.235419988632202,0.07474112510681152,1.0046571493148804,0.007460236549377441,0.001,newton-cg,1.0,5,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 1.0, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
70,2.7494020462036133,0.012485504150390625,1.1208674907684326,0.003879070281982422,0.001,newton-cg,1.0,10,l1,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 1.0, 'vect__min_df': 10, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
71,2.8263643980026245,0.3765369653701782,1.0610544681549072,0.2659745216369629,0.001,newton-cg,1.0,10,l2,"{'clf__C': 0.001, 'clf__solver': 'newton-cg', 'vect__max_df': 1.0, 'vect__min_df': 10, 'vect__norm': 'l2'}",0.105,0.105,0.105,0.0,280
72,4.926281094551086,0.4480394124984741,0.6097774505615234,0.270082950592041,0.1,lbfgs,0.6,1,l1,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'vect__max_df': 0.6, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.105,0.105,0.105,0.0,280
