,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,param_vect__max_df,param_vect__min_df,param_vect__norm,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,3.2723171710968018,0.3285186290740967,2.6800605058670044,0.2908402681350708,0.0001,0.6,1,l1,"{'clf__alpha': 0.0001, 'vect__max_df': 0.6, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.6226254607314998,0.627906976744186,0.6252662187378429,0.0026407580063431135,17
1,3.457021117210388,0.07448327541351318,2.6368848085403442,0.14979255199432373,0.0001,0.6,1,l2,"{'clf__alpha': 0.0001, 'vect__max_df': 0.6, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.8055004252906153,0.8133862733976177,0.8094433493441164,0.003942924053501218,3
2,3.570173978805542,0.3324434757232666,2.2843655347824097,0.23690259456634521,0.0001,0.6,3,l1,"{'clf__alpha': 0.0001, 'vect__max_df': 0.6, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.5545789622908988,0.5726035167328417,0.5635912395118703,0.009012277220971476,21
3,3.5819157361984253,0.1414278745651245,2.3888657093048096,0.02996063232421875,0.0001,0.6,3,l2,"{'clf__alpha': 0.0001, 'vect__max_df': 0.6, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.7493620640771194,0.7612024957458877,0.7552822799115035,0.005920215834384179,7
4,4.21035373210907,0.12510955333709717,1.8757317066192627,0.07947921752929688,0.0001,0.6,5,l1,"{'clf__alpha': 0.0001, 'vect__max_df': 0.6, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.48539835554295435,0.49716392512762336,0.49128114033528886,0.005882784792334506,27
5,4.065624356269836,0.2962721586227417,1.991127610206604,0.2227855920791626,0.0001,0.6,5,l2,"{'clf__alpha': 0.0001, 'vect__max_df': 0.6, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.6801814573291749,0.6877481565513329,0.683964806940254,0.003783349611079012,15
6,1.8007210493087769,0.0020102262496948242,1.7082489728927612,0.18875586986541748,0.0001,0.8,1,l1,"{'clf__alpha': 0.0001, 'vect__max_df': 0.8, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.6226254607314998,0.627906976744186,0.6252662187378429,0.0026407580063431135,17
7,2.0035828351974487,0.22502601146697998,2.869977355003357,0.757292628288269,0.0001,0.8,1,l2,"{'clf__alpha': 0.0001, 'vect__max_df': 0.8, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.8055004252906153,0.8133862733976177,0.8094433493441164,0.003942924053501218,3
8,1.7986729145050049,0.13628935813903809,2.6591604948043823,0.6331621408462524,0.0001,0.8,3,l1,"{'clf__alpha': 0.0001, 'vect__max_df': 0.8, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.5545789622908988,0.5726035167328417,0.5635912395118703,0.009012277220971476,21
9,1.7244478464126587,0.1948162317276001,2.977347493171692,0.9206513166427612,0.0001,0.8,3,l2,"{'clf__alpha': 0.0001, 'vect__max_df': 0.8, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.7493620640771194,0.7612024957458877,0.7552822799115035,0.005920215834384179,7
10,1.7976633310317993,0.16699731349945068,3.094452142715454,0.6221158504486084,0.0001,0.8,5,l1,"{'clf__alpha': 0.0001, 'vect__max_df': 0.8, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.48539835554295435,0.49716392512762336,0.49128114033528886,0.005882784792334506,27
11,2.0049614906311035,0.022729158401489258,4.534795045852661,0.03151416778564453,0.0001,0.8,5,l2,"{'clf__alpha': 0.0001, 'vect__max_df': 0.8, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.6801814573291749,0.6877481565513329,0.683964806940254,0.003783349611079012,15
12,4.194561243057251,0.1522519588470459,1.4610377550125122,0.015580296516418457,0.001,0.6,1,l1,"{'clf__alpha': 0.001, 'vect__max_df': 0.6, 'vect__min_df': 1, 'vect__norm': 'l1'}",0.5534448539835555,0.5660805445263755,0.5597626992549655,0.006317845271409994,23
13,4.121521711349487,0.28221678733825684,1.8297204971313477,0.37075138092041016,0.001,0.6,1,l2,"{'clf__alpha': 0.001, 'vect__max_df': 0.6, 'vect__min_df': 1, 'vect__norm': 'l2'}",0.8310178622058406,0.8309699376063528,0.8309938999060967,2.3962299743884863e-05,1
14,3.530503988265991,0.0016858577728271484,1.543409824371338,0.16529202461242676,0.001,0.6,3,l1,"{'clf__alpha': 0.001, 'vect__max_df': 0.6, 'vect__min_df': 3, 'vect__norm': 'l1'}",0.5222568755316133,0.5422575155984118,0.5322571955650126,0.01000032003339929,25
15,3.0819650888442993,0.0862802267074585,1.397517204284668,0.03403735160827637,0.001,0.6,3,l2,"{'clf__alpha': 0.001, 'vect__max_df': 0.6, 'vect__min_df': 3, 'vect__norm': 'l2'}",0.7751630280691806,0.7819058423142371,0.7785344351917088,0.0033714071225282582,5
16,2.429485559463501,0.29412007331848145,1.9095274209976196,0.17231237888336182,0.001,0.6,5,l1,"{'clf__alpha': 0.001, 'vect__max_df': 0.6, 'vect__min_df': 5, 'vect__norm': 'l1'}",0.4664020413949532,0.48043108338060125,0.47341656238777724,0.007014520992824014,29
17,2.072800397872925,0.11938118934631348,2.2848840951919556,0.07516610622406006,0.001,0.6,5,l2,"{'clf__alpha': 0.001, 'vect__max_df': 0.6, 'vect__min_df': 5, 'vect__norm': 'l2'}",0.7091012191664304,0.709585933068633,0.7093435761175317,0.00024235695110130795,11
